english;turkish;level;part_of_speech;;;;
banner ;pankart;C1 ;noun;;;;
bar ;bar;A2 ;noun;;;;
bar ;sürgülemek;B2 ;verb;;;;
bare ;çýplak, boþ;C1 ;adjective;;;;
barely ;neredeyse hiç, biraz, çok az, ancak;B2 ;adverb;;;;
bargain ;"kelepir
pazarlýk";B2 ;noun;;;;
barrel ;"fýçý, varil
namlu";C1 ;noun;;;;
barrier ;engel, bariyer;B2 ;noun;;;;
base ;"taban; kaide, dip
merkez";B1 ;noun;;;;
base ;"merkez edinmek
dayandýrmak, dayanmak";B1 ;verb;;;;
baseball ;beyzbol;A2 ;noun;;;;
basement ;"bodrum katý; bodrum";B2 ;noun;;;;
basic ;asýl, temel;B1 ;adjective;;;;
basically ;esasýnda, aslýnda;B2 ;adverb;;;;
basis ;"temel, esas
sistem";B1 ;noun;;;;
basket ;"sepet
(basketbolda) pota, sayý";B2 ;noun;;;;
basketball ;basketbol;A2 ;noun;;;;
bass ;" (müzik) alçak perdeli
(müzik) bas, bas bariton";C1 ;noun;;;;
bat ;" (kriket, beyzbol, masa tenisi vb.) sopa; raket
yarasa";B2 ;noun;;;;
bat ; (kriket, beyzbol vb.) vuruþ yapmak;C1 ;verb;;;;
bath ;banyo, küvet;A1 ;noun;;;;
bathroom ;"banyo
tuvalet";A1 ;noun;;;;
battery ;"pil; akü";B1 ;noun;;;;
battle ;muharebe;B1 ;noun;;;;
battle ;"boðuþmak, çarpýþmak; mücadele etmek";B2 ;verb;;;;
battlefield ;savaþ alaný, muharebe meydaný;C1 ;noun;;;;
bay ;körfez;C1 ;noun;;;;
be ;"var olmak
bulunmak";A1 ;verb;;;;
be ;*Yardýmcý fiil;A1 ;auxiliary verb;;;;
beach ;kumsal;A1 ;noun;;;;
beam ;"ýþýk demeti; ýþýn, huzme";C1 ;noun;;;;
bean ;"fasulye
çekirdek";A2 ;noun;;;;
bear ;ayý;A2 ;noun;;;;
bear ;"dayanmak, tahammül etmek, nefret etmek
taþýmak, çekmek";B2 ;verb;;;;
beast ;hayvan;C1 ;noun;;;;
beat ;"yenmek, üstün gelmek
dövmek, vurmak";A2 ;verb;;;;
beat ;"tempo
müzik ritmi";B2 ;noun;;;;
beautiful ;güzel, harika;A1 ;adjective;;;;
beauty ;güzellik;B1 ;noun;;;;
because ;çünkü;A1 ;conjunction;;;;
become ;olmak;A1 ;verb;;;;
bed ;yatak, karyola;A1 ;noun;;;;
bedroom ;yatak odasý;A1 ;noun;;;;
bee ;arý;B1 ;noun;;;;
beef ;sýðýr eti;A2 ;noun;;;;
beer ;bira;A1 ;noun;;;;
before ;önce, -den önce;A1 ;preposition;;;;
before ;daha önce;A2 ;adverb;;;;
before ;önce, -den önce;A2 ;conjunction;;;;
beg ;"dilemek; yalvarmak
dilenmek";B2 ;verb;;;;
begin ;baþlamak;A1 ;verb;;;;
beginning ;baþlangýç, baþ;A1 ;noun;;;;
behalf ;adýna;C1 ;noun;;;;
behave ;"davranmak, hareket etmek
terbiyeli olmak, uslu durmak";A2 ;verb;;;;
behaviour ;tavýr, davranýþ;A2 ;noun;;;;
behind ;"arkada, arkasýnda; arkaya, arkasýna";A1 ;adverb;;;;
behind ;"arkada, arkasýnda; arkaya, arkasýna";A1 ;preposition;;;;
being ;"varoluþ
varlýk, insan, yaratýk";B2 ;noun;;;;
belief ;inanç;B1 ;noun;;;;
believe ;"inanmak
inancý olmak, iman etmek";A1 ;verb;;;;
bell ;"çan, kampana
zil";B1 ;noun;;;;
belong ;"yer edinmek; yeri olmak
ait olmak";A2 ;verb;;;;
beloved ;"sevilen; sevgili, aziz";C1 ;adjective;;;;
below ;"altýnda, aþaðýda; altýna, aþaðýsýnda; aþaðýya";A1 ;adverb;;;;
below ;"altýnda, aþaðýda; altýna, aþaðýsýnda; aþaðýya";A1 ;preposition;;;;
belt ;"kemer; kuþak";A2 ;noun;;;;
bench ;bank;C1 ;noun;;;;
benchmark ;ölçüt, kýstas;C1 ;noun;;;;
bend ;"dönemeç; viraj";B1 ;noun;;;;
bend ;eðilmek;B1 ;verb;;;;
beneath ;"altýnda, altýna; aþaðýda, aþaðýya";C1 ;preposition;;;;
beneficial ;"hayýrlý; yararlý";B2 ;adjective;;;;
beneficiary ;faydalanan;C1 ;noun;;;;
benefit ;"fayda; çýkar; yarar
ek olanaklar";A2 ;noun;;;;
benefit ;"yararlý olmak, yararýna olmak
yararlanmak, istifade etmek";B1 ;verb;;;;
bent ;iki büklüm;B2 ;adjective;;;;
beside ;"yanýna; yanýnda";B2 ;preposition;;;;
besides ;ayrýca, üstelik;B2 ;adverb;;;;
besides ;-den baþka;B2 ;preposition;;;;
best ;en iyi, en uygun;A1 ;adjective;;;;
best ;en iyi, en çok;A2 ;adverb;;;;
best ;"en iyisi(ni), en iyi hali(ni); en iyi olan";A2 ;noun;;;;
bet ;"bahis
iddia";B2 ;noun;;;;
bet ;"bahse girmek
eminim öyledir";B2 ;verb;;;;
betray ;"ifþa etmek, ele vermek
ihanet etmek";C1 ;verb;;;;
better ;daha iyi;A1 ;adjective;;;;
better ;daha iyi;A2 ;adverb;;;;
better ;"daha iyisi/iyisini, daha üstünü/üstününü
eskisinden iyi/kötü";B1 ;noun;;;;
between ;ikisinin arasýnda, arasý;A1 ;preposition;;;;
between ;ikisinin arasýnda, arasý;A2 ;adverb;;;;
beyond ;ötedeki, ilerideki;B2 ;adverb;;;;
beyond ;"ötesinde, ardýnda, ötesine
-den öteye, -den sonra, 
-den ileriye";B2 ;preposition;;;;
bias ;önyargý;B2 ;noun;;;;
bicycle ;bisiklet;A1 ;noun;;;;
bid ;fiyat teklifi;B2 ;noun;;;;
bid ;fiyat teklif etmek;B2 ;verb;;;;
big ;büyük;A1 ;adjective;;;;
bike ;"bisiklet; motorsiklet";A1 ;noun;;;;
bill ;"fatura; hesap pusulasý
hesap, adisyon";A1 ;noun;;;;
bill ;ilan etmek, lanse etmek;B2 ;verb;;;;
billion ;milyar;A2 ;number;;;;
bin ;"çöp kutusu, çöp tenekesi; (sokak) çöp bidonu
teneke kutu";A2 ;noun;;;;
bind ;birbirine baðlamak;C1 ;verb;;;;
biography ;biyografi, yaþam öyküsü;C1 ;noun;;;;
biological ;biyoloji ile ilgili, biyolojik;B2 ;adjective;;;;
biology ;biyoloji;A2 ;noun;;;;
bird ;kuþ;A1 ;noun;;;;
birth ;doðum;A2 ;noun;;;;
birthday ;"doðum günü; yaþgünü";A1 ;noun;;;;
biscuit ;bisküvi;A2 ;noun;;;;
bishop ;"piskopos
(satranç) fil";C1 ;noun;;;;
bit ;biraz;A2 ;noun;;;;
bite ;"lokma
ýsýrýk, sokma";B1 ;noun;;;;
bite ;ýsýrmak;B1 ;verb;;;;
bitter ;"amansýz, acýmasýz, kýyasýya
acý, siyah, bitter";B2 ;adjective;;;;
bizarre ;tuhaf, acayip;C1 ;adjective;;;;
black ;kara, siyah;A1 ;adjective;;;;
black ;kara, siyah;A1 ;noun;;;;
blade ; (býçak, kýlýç vb.) aðýz;C1 ;noun;;;;
blame ;kabahat, suç;B2 ;noun;;;;
blame ;kabahati -e atmak, -e kabahat bulmak, sorumlu tutmak;B2 ;verb;;;;
blank ;boþ;A2 ;adjective;;;;
blank ;boþluk;A2 ;noun;;;;
blanket ;battaniye;B2 ;noun;;;;
blast ;patlama, infilak;C1 ;noun;;;;
blast ;dinamitle tünel vb. açmak;C1 ;verb;;;;
bleed ;kanamak;C1 ;verb;;;;
blend ;harman, karýþým;C1 ;noun;;;;
blend ;karýþtýrmak, harmanlamak;C1 ;verb;;;;
bless ;kutsamak, takdis etmek;C1 ;verb;;;;
blessing ;"nimet, lütuf
hayýr, dua, destek, rýza";C1 ;noun;;;;
blind ;kör, görmez;B2 ;adjective;;;;
block ;"kütük; kalýp, kütle
blok (apartman)";B1 ;noun;;;;
block ;"kapamak, týkamak; kapanmak, týkanmak
engellemek";B1 ;verb;;;;
blog ; (internet) blog, að günlüðü;A1 ;noun;;;;
blonde ;sarýþýn, sarý;A1 ;adjective;;;;
blood ;kan;A2 ;noun;;;;
blow ;"üflemek
savrulmak, uçuþmak, uçmak";A2 ;verb;;;;
blow ;"darbe
sarsmak";B2 ;noun;;;;
blue ;mavi, mavi renkli;A1 ;adjective;;;;
blue ;mavi;A1 ;noun;;;;
board ;"döþeme tahtasý
tahta, levha";A2 ;noun;;;;
board ; (taþýt) binmek;B1 ;verb;;;;
boast ;övünmek, böbürlenmek;C1 ;verb;;;;
boat ;"kayýk, sandal
gemi";A1 ;noun;;;;
body ;"vücut
ceset";A1 ;noun;;;;
boil ;"kaynamak
haþlamak";A2 ;verb;;;;
bold ;atak, cüretkâr, cesur;B2 ;adjective;;;;
bomb ;bomba;B1 ;noun;;;;
bomb ;bombalamak;B1 ;verb;;;;
bond ;bað;B2 ;noun;;;;
bone ;kemik;A2 ;noun;;;;
bonus ;ikramiye;C1 ;noun;;;;
book ;"kitap
defter";A1 ;noun;;;;
book ;yer ayýrtmak, rezervasyon yaptýrmak;A2 ;verb;;;;
booking ;rezervasyon;B2 ;noun;;;;
boom ;" (piyasa) canlanma; patlama";C1 ;noun;;;;
boost ;artýþ, yükseltme, teþvik;B2 ;noun;;;;
boost ;arttýrmak, yükseltmek, teþvik etmek;B2 ;verb;;;;
boot ;bot, çizme;A1 ;noun;;;;
border ;sýnýr;B1 ;noun;;;;
border ;"etrafýný çevirmek, çevrilmek; sýnýr komþusu olmak";B2 ;verb;;;;
bored ;caný sýkýlan;A1 ;adjective;;;;
boring ;sýkýcý;A1 ;adjective;;;;
born ;doðmak, dünyaya gelmek, ortaya çýkmak;A1 ;verb;;;;
borrow ;"ödünç almak
yürütmek, aþýrmak";A2 ;verb;;;;
boss ;patron, iþveren;A2 ;noun;;;;
both ;"her iki; her ikisi";A1 ;determiner;;;;
both ;"her iki; her ikisi";A1 ;pronoun;;;;
bother ;"zahmete girmek, zahmet etmek
rahatsýz etmek, tasalandýrmak,
huzursuz etmek";B1 ;verb;;;;
bottle ;þiþe;A1 ;noun;;;;
bottom ;"en alt; en alttaki";A2 ;adjective;;;;
bottom ;"alt; dip
son, öbür uç";A2 ;noun;;;;
bounce ;" (top vb.) zýplamak; zýplatmak";C1 ;verb;;;;
bound ;"-acaðý belli, -acaðý kesin, -maya mahkûm
yükümlü, zorunlu, baðlý (yasal
veya ahlaki olarak)";B2 ;adjective;;;;
boundary ;sýnýr;C1 ;noun;;;;
bow ;reverans, selam;C1 ;noun;;;;
bow ;"reverans yapmak; eðilerek selam vermek
boyun eðmek";C1 ;verb;;;;
bowl ;"çanak; kâse";A2 ;noun;;;;
box ;"kutu
kutu, kare";A1 ;noun;;;;
boy ;oðlan, erkek çocuk, oðul;A1 ;noun;;;;
boyfriend ;erkek arkadaþ, sevgili, flört;A1 ;noun;;;;
brain ;beyin;A2 ;noun;;;;
branch ;"dal
kol, dal";B1 ;noun;;;;
brand ;"marka
tür";B1 ;noun;;;;
brand ;lekelemek, damgalamak;B1 ;verb;;;;
brave ;cesaretli, mert;B1 ;adjective;;;;
breach ;"ihlal, bozma
gedik";C1 ;noun;;;;
breach ;ihlal etmek;C1 ;verb;;;;
bread ;ekmek;A1 ;noun;;;;
break ;"ara, mola; teneffüs
kýrýk, çatlak";A1 ;noun;;;;
break ;"kýrmak; kýrýlmak
karþý gelmek, uymamak, bozmak";A1 ;verb;;;;
breakdown ; (araba, makine vb.) arýza, bozulma;C1 ;noun;;;;
breakfast ;kahvaltý;A1 ;noun;;;;
breakthrough ;"önemli buluþ; ciddi ilerleme, hamle";C1 ;noun;;;;
breast ;meme, göðüs;B2 ;noun;;;;
breath ;"nefes, soluk
nefes alma";B1 ;noun;;;;
breathe ;nefes almak;B1 ;verb;;;;
breathing ;nefes alma;B1 ;noun;;;;
breed ; (hayvan) ýrk, cins, soy;C1 ;noun;;;;
breed ;" (hayvan) doðurmak, yavrulamak
yetiþtirmek, üretmek, beslemek";C1 ;verb;;;;
brick ;tuðla;B2 ;noun;;;;
bride ;gelin;B1 ;noun;;;;
bridge ;köprü;A2 ;noun;;;;
brief ;kýsa;B2 ;adjective;;;;
briefly ;"kýsaca; kýsa bir süre için";B2 ;adverb;;;;
bright ;"aydýnlýk, parlak, ýþýltýlý
zeki, parlak";A2 ;adjective;;;;
brilliant ;"çok parlak; çok zeki
muhteþem, fevkalade";A2 ;adjective;;;;
bring ;getirmek, alýp gelmek;A1 ;verb;;;;
broad ;"geniþ
yaygýn";B2 ;adjective;;;;
broadband ; (bilgisayar) geniþ bant;C1 ;noun;;;;
broadcast ;yayýn;B2 ;noun;;;;
broadcast ;"yayýn yapmak; yayýnlamak";B2 ;verb;;;;
broadcaster ;yayýncý;B2 ;noun;;;;
broadly ;genel olarak;B2 ;adverb;;;;
broken ;"bozuk; kýrýk";A2 ;adjective;;;;
brother ;"erkek kardeþ; aðabey";A1 ;noun;;;;
brown ;kahverengi;A1 ;adjective;;;;
brown ;kahverengi;A1 ;noun;;;;
browser ; (internet) tarayýcý;C1 ;noun;;;;
brush ;fýrça;A2 ;noun;;;;
brush ;"fýrçalamak; süpürmek";A2 ;verb;;;;
brutal ;"vahþi; acýmasýz";C1 ;adjective;;;;
bubble ;" (hava, su, gaz) köpük; kabarcýk";B1 ;noun;;;;
buck ;Amerikan dolarý;C1 ;noun;;;;
buddy ;"kafadar; ahbap";C1 ;noun;;;;
budget ;bütçe;B2 ;noun;;;;
buffer ; (M) tampon;C1 ;noun;;;;
bug ;"küçük böcek
dinleme cihazý";B2 ;noun;;;;
build ;"yapmak, inþa etmek
kurmak, geliþtirmek";A1 ;verb;;;;
building ;"yapý, bina
inþaat";A1 ;noun;;;;
bulk ;"büyük kýsým
kütle, hacim, büyüklük";C1 ;noun;;;;
bullet ;kurþun;B2 ;noun;;;;
bunch ;"demet; salkým; deste; hevenk; tomar";B2 ;noun;;;;
burden ;aðýr sorumluluk, yük;C1 ;noun;;;;
bureaucracy ;kýrtasiyecilik, bürokrasi;C1 ;noun;;;;
burial ;"defin; gömme";C1 ;noun;;;;
burn ;"yanmak
yakmak";A2 ;verb;;;;
burn ;yanýk;B2 ;noun;;;;
burst ;"patlatmak; patlamak
aniden açmak, þiddetle açmak";C1 ;verb;;;;
bury ;defnetmek;B1 ;verb;;;;
bus ;otobüs;A1 ;noun;;;;
bush ;"çalý; çalýlýk";B2 ;noun;;;;
business ;"iþ; ticaret
olay, durum, mesele";A1 ;noun;;;;
businessman ;iþ adamý;A2 ;noun;;;;
busy ;"meþgul
iþlek, kalabalýk";A1 ;adjective;;;;
but ;fakat, ama;A1 ;conjunction;;;;
but ;"dýþýnda; -den baþka";B2 ;preposition;;;;
butter ;tereyaðý;A1 ;noun;;;;
button ;düðme;A2 ;noun;;;;
buy ;"satýn almak; ýsmarlamak";A1 ;verb;;;;
by ;"yanýna, yanýnda; yakýnýna, yakýnýnda, kenarýnda
sonucu, sayesinde";A1 ;preposition;;;;
by ;yanýndan, önünden;B1 ;adverb;;;;
bye ;hoþça kal, eyvallah;A1 ;exclamation;;;;
cabin ;"kamara
kulübe";B2 ;noun;;;;
cabinet ;"kabine, bakanlar kurulu
dolap";C1 ;noun;;;;
cable ;"urgan; zincir
kablo";B2 ;noun;;;;
cafe ;kahve, kafe;A1 ;noun;;;;
cake ;"kek; pasta";A1 ;noun;;;;
calculate ;hesaplamak;B2 ;verb;;;;
calculation ;hesap;C1 ;noun;;;;
call ;"telefon konuþmasý, arama
çaðrý, baðýrýþ, haykýrýþ";A1 ;noun;;;;
call ;"adlandýrýlmak; çaðrýlmak
seslenmek, baðýrmak, çaðýrmak";A1 ;verb;;;;
calm ;sakin;B1 ;adjective;;;;
calm ;huzur, dinginlik;B1 ;noun;;;;
calm ;"sakinleþmek; sakinleþtirmek";B1 ;verb;;;;
camera ;"fotoðraf makinasý; kamera";A1 ;noun;;;;
camp ;kamp;A2 ;noun;;;;
camp ;kamp kurmak/yapmak;A2 ;verb;;;;
campaign ;kampanya;B1 ;noun;;;;
campaign ;kampanya açmak, seferberlik ilan etmek;B1 ;verb;;;;
camping ;kamp yapma;A2 ;noun;;;;
campus ; (okul, üniversite vb.) kampüs;B1 ;noun;;;;
can ;"-ebilmek
-ebilmek, izin istemek";A1 ;modal verb;;;;
can ;" (teneke, plastik) kutu
konserve";A2 ;noun;;;;
canal ;kanal;B2 ;noun;;;;
cancel ;iptal etmek;B2 ;verb;;;;
cancer ;kanser;B2 ;noun;;;;
candidate ;aday;B1 ;noun;;;;
candle ;mum;B2 ;noun;;;;
canvas ;"branda bezi, çadýr bezi
tuval, tablo";C1 ;noun;;;;
cap ;"kep, kasket
kapak";B1 ;noun;;;;
capability ;yeterlik, yetenek;C1 ;noun;;;;
capable ;"yapabilir; yapabilme gücüne sahip; yetenekli";B2 ;adjective;;;;
capacity ;"hacim, kapasite
kavrayýþ, kavrama gücü";B2 ;noun;;;;
capital ;idam, idamlýk;A1 ;adjective;;;;
capital ;"baþkent
büyük harf";A1 ;noun;;;;
capitalism ;kapitalizm, anamalcýlýk;C1 ;noun;;;;
capitalist ;kapitalist, anamalcý;C1 ;adjective;;;;
captain ;"kaptan
lider, takým kaptaný";B1 ;noun;;;;
capture ;"ele geçirme/geçirilme; yakalama; yakalanma";B2 ;noun;;;;
capture ;ele geçirmek, zapt etmek;B2 ;verb;;;;
car ;araba, otomobil;A1 ;noun;;;;
carbon ;karbon;B2 ;noun;;;;
card ;"karton
kart, kartpostal";A1 ;noun;;;;
care ;"bakým; sorumluluk, koruma
dikkat gösterme, dikkatli olma,
ihtimam, özen";A2 ;noun;;;;
care ;aldýrmak, umursamak, ilgilenmek;A2 ;verb;;;;
career ;"kariyer, iþ
meslek hayatý";A1 ;noun;;;;
careful ;"dikkatli
özenli, itinalý";A2 ;adjective;;;;
carefully ;dikkatli, özenli;A2 ;adverb;;;;
careless ;"dikkatsiz; ihmalkâr";B1 ;adjective;;;;
cargo ;yük, kargo;C1 ;noun;;;;
carpet ;halý;A2 ;noun;;;;
carriage ;"yolcu vagonu
atlý araba";C1 ;noun;;;;
carrot ;havuç;A1 ;noun;;;;
carry ;"taþýmak
üzerinde taþýmak, bulundurmak";A1 ;verb;;;;
cartoon ;"karikatür
çizgi film";A2 ;noun;;;;
carve ;oymak, kâzýmak;C1 ;verb;;;;
case ;"durum, vaziyet; mesele
vaka, dava";A2 ;noun;;;;
cash ;nakit para;A2 ;noun;;;;
casino ;kumarhane;C1 ;noun;;;;
cast ; (film, piyes vb.) oyuncu kadrosu;B2 ;noun;;;;
cast ;"að atmak
rol vermek";B2 ;verb;;;;
castle ;"kale
(satranç) kale";A2 ;noun;;;;
casual ;"rahat, kayýtsýz; sýradan, geliþigüzel";B2 ;adjective;;;;
casualty ;" (kaza, savaþ) kayýp, zayiat; kazazede, yaralý";C1 ;noun;;;;
cat ;kedi;A1 ;noun;;;;
catalogue ;katalog;C1 ;noun;;;;
catch ;"yakalamak, tutmak
yakalamak, yetiþmek";A2 ;verb;;;;
catch ;yakalama, tutma;B2 ;noun;;;;
category ;kategori;B1 ;noun;;;;
cater ;" (düðün, toplantý vb.) ikram hizmetini üslenmek
hizmet etmek, isteðine cevap vermek";C1 ;verb;;;;
cattle ;sýðýr;C1 ;noun;;;;
cause ;"sebep
dava";A2 ;noun;;;;
cause ;yol açmak, sebep olmak;A2 ;verb;;;;
caution ;"dikkat; ihtiyat; basiret";C1 ;noun;;;;
cautious ;dikkatli, ihtiyatlý;C1 ;adjective;;;;
cave ;maðara;B2 ;noun;;;;
CD ;kompakt disk;A1 ;noun;;;;
cease ;"sona ermek, durmak, kesilmek; son vermek, durdurmak; kesmek";C1 ;verb;;;;
ceiling ;tavan;B1 ;noun;;;;
celebrate ;kutlamak;A2 ;verb;;;;
celebration ;kutlama;B1 ;noun;;;;
celebrity ;ünlü, meþhur;A2 ;noun;;;;
cell ; (oda) hücre;B2 ;noun;;;;
cemetery ;mezarlýk, kabristan;C1 ;noun;;;;
cent ;Amerikan dolarýnýn yüzde biri, sent;A1 ;noun;;;;
central ;"ana, esas
orta, merkezi";B1 ;adjective;;;;
centre ;"orta, merkez
odak";A1 ;noun;;;;
centre ;odaklanmak;B1 ;verb;;;;
century ;yüzyýl, asýr;A1 ;noun;;;;
ceremony ;tören;B1 ;noun;;;;
certain ;"belli, besbelli; kaçýnýlmaz";A2 ;adjective;;;;
certainly ;"kesinlikle; kuþkusuz";A2 ;adverb;;;;
certainty ;kesinlik;B2 ;noun;;;;
certificate ;sertifika, belge;B2 ;noun;;;;
chain ;"zincir, halka
(maðaza, dükkan vb.) zincir";B1 ;noun;;;;
chain ;zincirlemek;B2 ;verb;;;;
chair ;"sandalye, koltuk
baþkan";A1 ;noun;;;;
chair ;yönetmek, baþkanlýk etmek;B2 ;verb;;;;
chairman ;oturum baþkaný;B2 ;noun;;;;
challenge ;"zorlu durum
meydan okuma";B1 ;noun;;;;
challenge ;"sorgulamak
meydan okumak";B2 ;verb;;;;
challenging ;zorlu;B2 ;adjective;;;;
chamber ;"kurul, oda; toplantý odasý
hücre, oda";C1 ;noun;;;;
champion ;þampiyon;B1 ;noun;;;;
championship ;þampiyonluk, þampiyona;B2 ;noun;;;;
chance ;"þans, olasýlýk
risk";A2 ;noun;;;;
change ;"deðiþiklik, deðiþim
para üstü, bozukluk";A1 ;noun;;;;
change ;"deðiþmek; deðiþtirmek
deðiþ tokuþ yapmak";A1 ;verb;;;;
channel ;" (televizyon) kanal
yol, kanal";B1 ;noun;;;;
chaos ;kargaþa, keþmekeþ, kaos;C1 ;noun;;;;
chapter ; (kitap) bölüm, kýsým;B1 ;noun;;;;
character ;"karakter, nitelik, huy; yapý
karakter, tip";A2 ;noun;;;;
characteristic ;özellik, özgün nitelik;B2 ;adjective;;;;
characteristic ;özellik, ayýrt edici nitelik;B2 ;noun;;;;
characterize ;"özgü olmak, ayýrt edici özelliði olmak, damgasýný vurmak
tanýmlamak, nitelendirmek";C1 ;verb;;;;
charge ;"ücret, bedel
suçlama, itham";B1 ;noun;;;;
charge ;"ücret almak, para almak
suçlamak, itham etmek";B1 ;verb;;;;
charity ;"hayýr kurumu, hayýr iþi
hayýrseverlik";A2 ;noun;;;;
charm ;"cazibe, büyü
týlsým, uður";C1 ;noun;;;;
charming ;büyüleyici, sevimli;B2 ;adjective;;;;
chart ;çizelge, tablo;A1 ;noun;;;;
chart ;"dökümünü vermek; yakýndan izlemek";B2 ;verb;;;;
charter ;yönetmelik, tüzük;C1 ;noun;;;;
chase ;kovalama, takip;B2 ;noun;;;;
chase ;kovalamak, peþinden gitmek;B2 ;verb;;;;
chat ;sohbet, çene çalma;A2 ;noun;;;;
chat ;sohbet etmek, çene çalmak;A2 ;verb;;;;
cheap ;ucuz;A1 ;adjective;;;;
cheap ;ucuza;B1 ;adverb;;;;
cheat ;hilebaz, dolandýrýcý, düzenbaz;B1 ;noun;;;;
cheat ;"aldatmak, kandýrmak
kopya çekmek, hile yapmak";B1 ;verb;;;;
check ;"kontrol etmek
(otel, havaalaný) giriþ yapmak";A1 ;verb;;;;
check ;kontrol;A2 ;noun;;;;
cheek ;yanak;B2 ;noun;;;;
cheer ;tezahürat;B2 ;noun;;;;
cheer ;"tezahürat yapmak
neþelendirmek, keyiflendirmek";B2 ;verb;;;;
cheerful ;neþeli, keyifli;B1 ;adjective;;;;
cheese ;peynir;A1 ;noun;;;;
chef ;aþçýbaþý;A2 ;noun;;;;
chemical ;kimyasal, kimya ile ilgili;B1 ;adjective;;;;
chemical ;kimyasal madde;B1 ;noun;;;;
chemistry ;kimya bilimi;A2 ;noun;;;;
chest ;gögüs;B1 ;noun;;;;
chicken ;tavuk;A1 ;noun;;;;
chief ;"ana, temel
(kademe, pozisyon vb.) baþ";B2 ;adjective;;;;
chief ;"baþkan, þef
lider, reis";B2 ;noun;;;;
child ;çocuk;A1 ;noun;;;;
childhood ;çocukluk;B1 ;noun;;;;
chip ;"kýrýk, çentik
kýzarmýþ patates";A2 ;noun;;;;
chocolate ;" (yiyecek, tatlandýrýcý) kakao
çikolata";A1 ;noun;;;;
choice ;"seçim, tercih
seçenek, seçme hakký/þansý";A2 ;noun;;;;
choir ;koro;B2 ;noun;;;;
choose ;seçmek, tercih yapmak;A1 ;verb;;;;
chop ;parçalamak, doðramak;B2 ;verb;;;;
chronic ; (hastalýk, sorun) müzmin, süreðen, kronik;C1 ;adjective;;;;
chunk ;iri parça;C1 ;noun;;;;
church ;kilise;A2 ;noun;;;;
cigarette ;sigara;A2 ;noun;;;;
cinema ; (bina) sinema;A1 ;noun;;;;
circle ;daire;A2 ;noun;;;;
circle ;"daireler çizmek
daire içine almak";A2 ;verb;;;;
circuit ;tur;B2 ;noun;;;;
circulate ;"dolaþmak; dolaþtýrmak";C1 ;verb;;;;
circulation ;kan dolaþýmý;C1 ;noun;;;;
circumstance ;"durum; koþul";B2 ;noun;;;;
cite ;"aktarmak; alýntýlamak";B2 ;verb;;;;
citizen ;vatandaþ;B2 ;noun;;;;
citizenship ;vatandaþlýk;C1 ;noun;;;;
city ;þehir, kent;A1 ;noun;;;;
civic ;"þehre ait; kentle ilgili";C1 ;adjective;;;;
civil ;"toplumsal, ulusal
sivil, resmi";B2 ;adjective;;;;
civilian ;sivil;C1 ;noun;;;;
civilization ;"uygarlýk; uygarlaþma
medeniyet";B2 ;noun;;;;
claim ;"iddia
talep";B1 ;noun;;;;
claim ;iddia etmek, ileri sürmek;B1 ;verb;;;;
clarify ;aydýnlatmak, açýklýða kavuþturmak;B2 ;verb;;;;
clarity ;açýklýk, anlaþýlýrlýk;C1 ;noun;;;;
clash ;çatýþma;C1 ;noun;;;;
class ;" (okul) sýnýf
(sosyal) sýnýf, tabaka";A1 ;noun;;;;
classic ; (kitap, oyun vb.) klasik;B2 ;adjective;;;;
classic ; (kitap, oyun vb.) klasik;B2 ;noun;;;;
classical ;klasik;A2 ;adjective;;;;
classification ;sýnýflandýrma;C1 ;noun;;;;
classify ;gruplandýrmak, sýnýflandýrmak;B2 ;verb;;;;
classroom ;sýnýf;A1 ;noun;;;;
clause ;" (gramer) cümlecik
madde, hüküm";B1 ;noun;;;;
clean ;temiz;A1 ;adjective;;;;
clean ;"temizlemek; temizlik yapmak";A1 ;verb;;;;
clear ;"belirgin; açýk
emin";A2 ;adjective;;;;
clear ;temizlemek, kaldýrmak;B1 ;verb;;;;
clearly ;net olarak, doðru dürüst;A2 ;adverb;;;;
clerk ;memur, kâtip;B2 ;noun;;;;
clever ;"zeki, akýllý; becerikli
marifetli";A2 ;adjective;;;;
click ;"týk sesi, çýt sesi; týkýrtý
týklama (pc)";B1 ;noun;;;;
click ;"çýt ettirmek, þýklatmak; týkýrdamak, çýt etmek, þýklamak
yerli yerine oturmak";B1 ;verb;;;;
client ;"müþteri; müvekkil ";B1 ;noun;;;;
cliff ; (deniz kýyýsý) sarp kayalýk;B2 ;noun;;;;
climate ;"iklim
hava, ortam";A2 ;noun;;;;
climb ;týrmanmak, çýkmak;A1 ;verb;;;;
climb ;"týrmanma; týrmanýþ";B1 ;noun;;;;
cling ;sarýlmak, asýlmak;C1 ;verb;;;;
clinic ;klinik;B2 ;noun;;;;
clinical ;klinik;C1 ;adjective;;;;
clip ;"toka, klips
kýrpma, kesme";B2 ;noun;;;;
clock ; (duvar, masa) saat;A1 ;noun;;;;
close ;"kapanmak, kapatýlmak; kapatmak, kapamak";A1 ;verb;;;;
close ;yanýnda, yakýnýnda, yakýn;A2 ;adjective;;;;
close ;"yanýnda, yakýnýnda, yakýn
yakýn, samimi";B1 ;adverb;;;;
close ;"kapanýþ; son";B2 ;noun;;;;
closed ;kapalý;A2 ;adjective;;;;
closely ;yakýndan, dikkatle;B2 ;adverb;;;;
closure ;kapanma, kapatýlma;C1 ;noun;;;;
